Mean;Mean;
x;y;
[];[];
0;0.35087352;
0.0014277066;0.34721499;
0.0028554131;0.3467097;
0.0042831197;0.35395458;
0.0057108263;0.34687976;
0.0071385329;0.31677772;
0.0085662394;0.29673013;
0.009993946;0.33019966;
0.011421653;0.37519955;
0.012849359;0.38337204;
0.014277066;0.3895997;
0.015704772;0.39299999;
0.017132479;0.37974761;
0.018560185;0.37760615;
0.019987892;0.38613856;
0.021415599;0.38753992;
0.022843305;0.38807964;
0.024271012;0.39209619;
0.025698718;0.39303181;
0.027126425;0.38916765;
0.028554131;0.38935527;
0.029981838;0.390355;
0.031409545;0.38655563;
0.032837251;0.39258049;
0.034264958;0.40274753;
0.035692664;0.40843329;
0.037120371;0.41543553;
0.038548077;0.42026649;
0.039975784;0.42131306;
0.041403491;0.42369092;
0.042831197;0.43304786;
0.044258904;0.43873652;
0.04568661;0.43569228;
0.047114317;0.43286296;
0.048542023;0.43551494;
0.04996973;0.4404677;
0.051397437;0.44010398;
0.052825143;0.44263734;
0.05425285;0.4489229;
0.055680556;0.44500311;
0.057108263;0.43826779;
0.058535969;0.44119754;
0.059963676;0.44805032;
0.061391383;0.45140288;
0.062819089;0.45378543;
0.064246796;0.4532366;
0.065674502;0.44945414;
0.067102209;0.4502758;
0.068529915;0.45222224;
0.069957622;0.45316827;
0.071385329;0.45881586;
0.072813035;0.46295355;
0.074240742;0.45594823;
0.075668448;0.4588639;
0.077096155;0.46671995;
0.078523861;0.47022385;
0.079951568;0.4793838;
0.081379275;0.47923525;
0.082806981;0.47810951;
0.084234688;0.48349832;
0.085662394;0.48986687;
0.087090101;0.48704904;
0.088517808;0.48599004;
0.089945514;0.48978547;
0.091373221;0.48223334;
0.092800927;0.48434692;
0.094228634;0.49484989;
0.09565634;0.49500015;
0.097084047;0.49252474;
0.098511754;0.49366151;
0.09993946;0.49529948;
0.10136717;0.48933783;
0.10279487;0.47727294;
0.10422258;0.47796611;
0.10565029;0.45947203;
0.10707799;0.42873415;
0.1085057;0.44945388;
0.10993341;0.49433958;
0.11136111;0.51904987;
0.11278882;0.53014427;
0.11421653;0.53822796;
0.11564423;0.53703512;
0.11707194;0.52930543;
0.11849965;0.5275748;
0.11992735;0.53016358;
0.12135506;0.52650889;
0.12278277;0.51677575;
0.12421047;0.51534444;
0.12563818;0.52504844;
0.12706588;0.52726303;
0.12849359;0.51368803;
0.1299213;0.50804797;
0.131349;0.51525768;
0.13277671;0.52318703;
0.13420442;0.52519973;
0.13563212;0.51775928;
0.13705983;0.50835552;
0.13848754;0.50450518;
0.13991524;0.50223964;
0.14134295;0.49657764;
0.14277066;0.49415045;
0.14419836;0.50481397;
0.14562607;0.51679561;
0.14705378;0.51977566;
0.14848148;0.53008482;
0.14990919;0.54821693;
0.1513369;0.56193394;
0.1527646;0.56227436;
0.15419231;0.55810569;
0.15562002;0.5571499;
0.15704772;0.56135207;
0.15847543;0.56982184;
0.15990314;0.57688248;
0.16133084;0.57728986;
0.16275855;0.57725854;
0.16418626;0.58215622;
0.16561396;0.58249802;
0.16704167;0.58613299;
0.16846938;0.59455277;
0.16989708;0.59316949;
0.17132479;0.58288848;
0.1727525;0.57854081;
0.1741802;0.58344898;
0.17560791;0.58614921;
0.17703562;0.58409126;
0.17846332;0.57397997;
0.17989103;0.57027022;
0.18131873;0.5841066;
0.18274644;0.59416154;
0.18417415;0.58846575;
0.18560185;0.57848614;
0.18702956;0.57972373;
0.18845727;0.58112989;
0.18988497;0.56987406;
0.19131268;0.56305648;
0.19274039;0.56765087;
0.19416809;0.57218728;
0.1955958;0.56820479;
0.19702351;0.55428536;
0.19845121;0.54791464;
0.19987892;0.5544622;
0.20130663;0.55333862;
0.20273433;0.54797147;
0.20416204;0.54647557;
0.20558975;0.53962455;
0.20701745;0.53856736;
0.20844516;0.53744675;
0.20987287;0.53026183;
0.21130057;0.52733415;
0.21272828;0.52244226;
0.21415599;0.51266151;
0.21558369;0.50746985;
0.2170114;0.50349229;
0.21843911;0.49423669;
0.21986681;0.48890864;
0.22129452;0.48690974;
0.22272223;0.48353765;
0.22414993;0.48023448;
0.22557764;0.47393511;
0.22700535;0.47467107;
0.22843305;0.4784706;
0.22986076;0.47663142;
0.23128846;0.4823428;
0.23271617;0.48985229;
0.23414388;0.49219714;
0.23557158;0.48840653;
0.23699929;0.48378432;
0.238427;0.48831754;
0.2398547;0.4983183;
0.24128241;0.50593407;
0.24271012;0.51441796;
0.24413782;0.52419416;
0.24556553;0.53113037;
0.24699324;0.53508451;
0.24842094;0.53270776;
0.24984865;0.53381911;
0.25127636;0.5414167;
0.25270406;0.5429313;
0.25413177;0.54069856;
0.25555948;0.5390336;
0.25698718;0.54295353;
0.25841489;0.54664029;
0.2598426;0.54287599;
0.2612703;0.54341423;
0.26269801;0.54551219;
0.26412572;0.54765559;
0.26555342;0.54990314;
0.26698113;0.55068441;
0.26840884;0.54566968;
0.26983654;0.54142207;
0.27126425;0.54625145;
0.27269196;0.54957009;
0.27411966;0.54774511;
0.27554737;0.54554304;
0.27697508;0.54232898;
0.27840278;0.5381115;
0.27983049;0.53373559;
0.28125819;0.53353331;
0.2826859;0.53131516;
0.28411361;0.52554059;
0.28554131;0.5259218;
0.28696902;0.52902473;
0.28839673;0.53109933;
0.28982443;0.5313716;
0.29125214;0.5281501;
0.29267985;0.52589487;
0.29410755;0.52607436;
0.29553526;0.52272413;
0.29696297;0.5171448;
0.29839067;0.51252817;
0.29981838;0.50606112;
0.30124609;0.49905222;
0.30267379;0.49237022;
0.3041015;0.49028312;
0.30552921;0.49523911;
0.30695691;0.50118222;
0.30838462;0.51189597;
0.30981233;0.52119208;
0.31124003;0.52211306;
0.31266774;0.5212176;
0.31409545;0.51690902;
0.31552315;0.51113426;
0.31695086;0.50638309;
0.31837857;0.50069335;
0.31980627;0.49231752;
0.32123398;0.48082003;
0.32266169;0.4723996;
0.32408939;0.4759195;
0.3255171;0.49284253;
0.32694481;0.50965097;
0.32837251;0.51808651;
0.32980022;0.5196717;
0.33122792;0.51888286;
0.33265563;0.51775392;
0.33408334;0.51271653;
0.33551104;0.51076453;
0.33693875;0.51538865;
0.33836646;0.5143267;
0.33979416;0.51151156;
0.34122187;0.5077103;
0.34264958;0.5045361;
0.34407728;0.50498452;
0.34550499;0.50158478;
0.3469327;0.49791052;
0.3483604;0.49658627;
0.34978811;0.49325759;
0.35121582;0.49009608;
0.35264352;0.48855446;
0.35407123;0.48508093;
0.35549894;0.47917361;
0.35692664;0.47698813;
0.35835435;0.47650666;
0.35978206;0.47708471;
0.36120976;0.48112992;
0.36263747;0.48106295;
0.36406518;0.4808332;
0.36549288;0.48093325;
0.36692059;0.47689412;
0.3683483;0.47188594;
0.369776;0.47271618;
0.37120371;0.4770928;
0.37263142;0.47883912;
0.37405912;0.48067993;
0.37548683;0.48334437;
0.37691454;0.48736286;
0.37834224;0.48791663;
0.37976995;0.47904673;
0.38119765;0.47150916;
0.38262536;0.472391;
0.38405307;0.47361267;
0.38548077;0.4765102;
0.38690848;0.47776953;
0.38833619;0.4750035;
0.38976389;0.47581993;
0.3911916;0.4798582;
0.39261931;0.48143381;
0.39404701;0.47931327;
0.39547472;0.47522298;
0.39690243;0.46907311;
0.39833013;0.46495345;
0.39975784;0.46505013;
0.40118555;0.46766394;
0.40261325;0.46788236;
0.40404096;0.46903574;
0.40546867;0.46803153;
0.40689637;0.46411626;
0.40832408;0.4653434;
0.40975179;0.46382377;
0.41117949;0.45933892;
0.4126072;0.4577206;
0.41403491;0.46047256;
0.41546261;0.46110428;
0.41689032;0.44932767;
0.41831803;0.43917484;
0.41974573;0.43922459;
0.42117344;0.44263468;
0.42260115;0.44460696;
0.42402885;0.44531013;
0.42545656;0.44453527;
0.42688427;0.44065341;
0.42831197;0.43900275;
0.42973968;0.4405903;
0.43116738;0.44215637;
0.43259509;0.43978991;
0.4340228;0.43743449;
0.4354505;0.43411185;
0.43687821;0.43163192;
0.43830592;0.43137077;
0.43973362;0.4289486;
0.44116133;0.42503244;
0.44258904;0.42723992;
0.44401674;0.43088477;
0.44544445;0.42783503;
0.44687216;0.42974373;
0.44829986;0.43619934;
0.44972757;0.43775977;
0.45115528;0.44318404;
0.45258298;0.44993039;
0.45401069;0.45126548;
0.4554384;0.44866157;
0.4568661;0.44846345;
0.45829381;0.45469027;
0.45972152;0.45813131;
0.46114922;0.45956939;
0.46257693;0.46305827;
0.46400464;0.46202048;
0.46543234;0.45961119;
0.46686005;0.46019454;
0.46828776;0.45802862;
0.46971546;0.45616102;
0.47114317;0.45502148;
0.47257088;0.45232866;
0.47399858;0.44991988;
0.47542629;0.44843219;
0.476854;0.45016104;
0.4782817;0.44818236;
0.47970941;0.43788539;
0.48113711;0.43529728;
0.48256482;0.44216186;
0.48399253;0.44583013;
0.48542023;0.44687361;
0.48684794;0.451453;
0.48827565;0.45339341;
0.48970335;0.45017065;
0.49113106;0.44589514;
0.49255877;0.44725716;
0.49398647;0.45734494;
0.49541418;0.46318806;
0.49684189;0.46102239;
0.49826959;0.45570168;
0.4996973;0.45132958;
0.50112501;0.44906857;
0.50255271;0.45079383;
0.50398042;0.44956262;
0.50540813;0.4413407;
0.50683583;0.44376978;
0.50826354;0.45308719;
0.50969125;0.45699749;
0.51111895;0.45709734;
0.51254666;0.45398471;
0.51397437;0.45036141;
0.51540207;0.45049327;
0.51682978;0.45369283;
0.51825749;0.45338501;
0.51968519;0.44929028;
0.5211129;0.44402111;
0.52254061;0.43841324;
0.52396831;0.4325621;
0.52539602;0.43075848;
0.52682373;0.44014295;
0.52825143;0.44859888;
0.52967914;0.45093249;
0.53110685;0.45410799;
0.53253455;0.45673675;
0.53396226;0.45561983;
0.53538996;0.45010474;
0.53681767;0.44445992;
0.53824538;0.44237437;
0.53967308;0.44633027;
0.54110079;0.45218271;
0.5425285;0.45283323;
0.5439562;0.4462452;
0.54538391;0.44468249;
0.54681162;0.44782421;
0.54823932;0.44656967;
0.54966703;0.44335678;
0.55109474;0.43607986;
0.55252244;0.43351396;
0.55395015;0.43640572;
0.55537786;0.42786994;
0.55680556;0.41828053;
0.55823327;0.42687491;
0.55966098;0.44251716;
0.56108868;0.44842144;
0.56251639;0.44752028;
0.5639441;0.44871112;
0.5653718;0.44368226;
0.56679951;0.44186023;
0.56822722;0.44711094;
0.56965492;0.44782043;
0.57108263;0.45176079;
0.57251034;0.45739428;
0.57393804;0.46058732;
0.57536575;0.4606259;
0.57679346;0.45634493;
0.57822116;0.45534421;
0.57964887;0.46103827;
0.58107658;0.46622256;
0.58250428;0.46841633;
0.58393199;0.46402763;
0.58535969;0.45814219;
0.5867874;0.45930434;
0.58821511;0.46371931;
0.58964281;0.46498982;
0.59107052;0.46904723;
0.59249823;0.47824017;
0.59392593;0.48027842;
0.59535364;0.47768459;
0.59678135;0.47612524;
0.59820905;0.47447032;
0.59963676;0.47745643;
0.60106447;0.48802367;
0.60249217;0.49394353;
0.60391988;0.49251915;
0.60534759;0.49185827;
0.60677529;0.49550213;
0.608203;0.50457902;
0.60963071;0.51252778;
0.61105841;0.51978594;
0.61248612;0.52729562;
0.61391383;0.53249762;
0.61534153;0.53502526;
0.61676924;0.5350593;
0.61819695;0.54455521;
0.61962465;0.55592735;
0.62105236;0.55609761;
0.62248007;0.55840142;
0.62390777;0.56026751;
0.62533548;0.555557;
0.62676319;0.55497527;
0.62819089;0.55544553;
0.6296186;0.55241489;
0.63104631;0.54385723;
0.63247401;0.53823568;
0.63390172;0.54156381;
0.63532942;0.54082431;
0.63675713;0.53356714;
0.63818484;0.53674973;
0.63961254;0.54433474;
0.64104025;0.54462;
0.64246796;0.54625595;
0.64389566;0.55378122;
0.64532337;0.5569606;
0.64675108;0.54639675;
0.64817878;0.54464035;
0.64960649;0.55464204;
0.6510342;0.55159237;
0.6524619;0.54375152;
